step,tag
0,phase_start,1,Hopper-v4,80000
25,reward,1,Hopper-v4,4.557325677006412,4.557
87,reward,1,Hopper-v4,109.39873781810407,56.978
104,reward,1,Hopper-v4,15.36673339266233,43.108
118,reward,1,Hopper-v4,11.44981289073374,35.193
133,reward,1,Hopper-v4,12.357416296270378,30.626
184,reward,1,Hopper-v4,23.51667256098378,29.441
202,reward,1,Hopper-v4,14.05226813664628,27.243
236,reward,1,Hopper-v4,14.484256584832117,25.648
327,reward,1,Hopper-v4,167.4886528869263,41.408
363,reward,1,Hopper-v4,35.00578415751254,40.768
374,reward,1,Hopper-v4,8.413112250357441,41.153
393,reward,1,Hopper-v4,14.01623331252371,31.615
405,reward,1,Hopper-v4,8.127821902844756,30.891
420,reward,1,Hopper-v4,14.3472069392941,31.181
443,reward,1,Hopper-v4,21.23406993351216,32.069
463,reward,1,Hopper-v4,19.127889437442025,31.63
481,reward,1,Hopper-v4,18.496089456961425,32.074
503,reward,1,Hopper-v4,17.405107601665232,32.366
523,reward,1,Hopper-v4,16.504019234858692,17.268
534,reward,1,Hopper-v4,8.470562155352653,14.614
554,reward,1,Hopper-v4,18.14097138814935,15.587
596,reward,1,Hopper-v4,42.32401679752755,18.418
621,reward,1,Hopper-v4,14.25207684054375,19.03
692,reward,1,Hopper-v4,80.4210806244921,25.638
733,reward,1,Hopper-v4,43.142220793432706,27.828
763,reward,1,Hopper-v4,34.21460432258554,29.337
784,reward,1,Hopper-v4,21.64052599016785,29.652
794,reward,1,Hopper-v4,6.888430856808264,28.6
841,reward,1,Hopper-v4,45.775836240855085,31.527
868,reward,1,Hopper-v4,12.186427876583242,31.899
879,reward,1,Hopper-v4,7.351914412212475,30.82
910,reward,1,Hopper-v4,37.48317189355964,30.336
934,reward,1,Hopper-v4,21.84243438336557,31.095
957,reward,1,Hopper-v4,30.604012784255904,26.113
988,reward,1,Hopper-v4,36.29110731051539,25.428
999,reward,1,Hopper-v4,6.626780881059755,22.669
1027,reward,1,Hopper-v4,47.11638988458613,25.217
1040,reward,1,Hopper-v4,12.496105687240048,25.777
1056,reward,1,Hopper-v4,7.071007543009816,21.907
1097,reward,1,Hopper-v4,27.17729514108875,23.406
1147,reward,1,Hopper-v4,51.811843678565175,27.852
1166,reward,1,Hopper-v4,14.082583124332418,25.512
1179,reward,1,Hopper-v4,11.785974362908481,24.506
1190,reward,1,Hopper-v4,8.688598162573477,22.315
1218,reward,1,Hopper-v4,19.817850471044075,20.667
1229,reward,1,Hopper-v4,9.577815748494155,20.963
1247,reward,1,Hopper-v4,20.393705445684443,18.29
1257,reward,1,Hopper-v4,4.301967805619587,17.471
1280,reward,1,Hopper-v4,23.625365826794788,19.126
1307,reward,1,Hopper-v4,33.168430960793756,19.725
