step,tag
0,phase_start,1,Walker2d-v4,80000
22,reward,1,Walker2d-v4,-3.3487918849258254,-3.349
37,reward,1,Walker2d-v4,1.4308711308664963,-0.959
53,reward,1,Walker2d-v4,1.0086933530820767,-0.303
71,reward,1,Walker2d-v4,-3.707034923741756,-1.154
86,reward,1,Walker2d-v4,-2.534770711729183,-1.43
102,reward,1,Walker2d-v4,-1.0974108146624912,-1.375
115,reward,1,Walker2d-v4,-3.343271802772195,-1.656
134,reward,1,Walker2d-v4,-6.645905492670921,-2.28
158,reward,1,Walker2d-v4,6.203727218966723,-1.337
174,reward,1,Walker2d-v4,-2.061915485272815,-1.41
189,reward,1,Walker2d-v4,-5.438357188081689,-1.619
206,reward,1,Walker2d-v4,-1.659789716206303,-1.928
219,reward,1,Walker2d-v4,0.38977731860370035,-1.989
246,reward,1,Walker2d-v4,-1.6553629616852517,-1.784
267,reward,1,Walker2d-v4,2.2597534726674544,-1.305
282,reward,1,Walker2d-v4,-0.49372225634166744,-1.245
292,reward,1,Walker2d-v4,-6.262955141172307,-1.536
301,reward,1,Walker2d-v4,-4.014353025302266,-1.273
323,reward,1,Walker2d-v4,-5.293839343068195,-2.423
335,reward,1,Walker2d-v4,-2.754436383961301,-2.492
345,reward,1,Walker2d-v4,-1.6739005281691348,-2.116
355,reward,1,Walker2d-v4,-1.5127822868466987,-2.101
372,reward,1,Walker2d-v4,-5.387929223945475,-2.679
390,reward,1,Walker2d-v4,4.224702043975512,-2.091
405,reward,1,Walker2d-v4,-4.725119157248045,-2.789
421,reward,1,Walker2d-v4,-11.541069163224892,-3.894
431,reward,1,Walker2d-v4,-0.6920196587114533,-3.337
450,reward,1,Walker2d-v4,-7.459099394516349,-3.682
484,reward,1,Walker2d-v4,3.885947043350461,-2.764
498,reward,1,Walker2d-v4,-1.1368951514099335,-2.602
519,reward,1,Walker2d-v4,1.380409928467576,-2.296
535,reward,1,Walker2d-v4,5.958580301171467,-1.549
553,reward,1,Walker2d-v4,-2.7318095205497306,-1.284
566,reward,1,Walker2d-v4,-2.106850526882949,-1.917
580,reward,1,Walker2d-v4,-4.319419024529776,-1.876
593,reward,1,Walker2d-v4,-0.07560494714936339,-0.73
610,reward,1,Walker2d-v4,-3.6338806130626318,-1.024
