step,tag,episode,reward,avg10,algo,env,seed
19,reward,1,14.071059485243413,14.071,PPO,Hopper-v4,1
61,reward,2,33.43033714619603,23.751,PPO,Hopper-v4,1
118,reward,3,54.287913437782734,33.93,PPO,Hopper-v4,1
129,reward,4,8.867563761075715,27.664,PPO,Hopper-v4,1
145,reward,5,5.288590871292078,23.189,PPO,Hopper-v4,1
165,reward,6,19.247660063959717,22.532,PPO,Hopper-v4,1
214,reward,7,62.78723740947366,28.283,PPO,Hopper-v4,1
230,reward,8,13.481976066592448,26.433,PPO,Hopper-v4,1
257,reward,9,29.735034176566153,26.8,PPO,Hopper-v4,1
266,reward,10,6.1058624401800685,24.73,PPO,Hopper-v4,1
281,reward,11,10.241290760438089,24.347,PPO,Hopper-v4,1
297,reward,12,16.05610743608047,22.61,PPO,Hopper-v4,1
316,reward,13,13.282986949704316,18.509,PPO,Hopper-v4,1
341,reward,14,29.51398740808157,20.574,PPO,Hopper-v4,1
354,reward,15,8.428341638057775,20.888,PPO,Hopper-v4,1
373,reward,16,13.163420814572522,20.28,PPO,Hopper-v4,1
387,reward,17,10.021126063105733,15.003,PPO,Hopper-v4,1
401,reward,18,11.267414116724364,14.782,PPO,Hopper-v4,1
437,reward,19,16.814563122158855,13.49,PPO,Hopper-v4,1
448,reward,20,9.320655402086373,13.811,PPO,Hopper-v4,1
461,reward,21,7.463902776421519,13.533,PPO,Hopper-v4,1
476,reward,22,7.6687085466230425,12.695,PPO,Hopper-v4,1
488,reward,23,6.47197031442816,12.013,PPO,Hopper-v4,1
508,reward,24,20.370323747182496,11.099,PPO,Hopper-v4,1
519,reward,25,9.32581268148126,11.189,PPO,Hopper-v4,1
549,reward,26,23.205958293049598,12.193,PPO,Hopper-v4,1
579,reward,27,6.864272306856002,11.877,PPO,Hopper-v4,1
601,reward,28,16.98742040592933,12.449,PPO,Hopper-v4,1
614,reward,29,11.78818938336366,11.947,PPO,Hopper-v4,1
624,reward,30,6.785821037135403,11.693,PPO,Hopper-v4,1
635,reward,31,7.34932844584265,11.682,PPO,Hopper-v4,1
661,reward,32,12.249895182133193,12.14,PPO,Hopper-v4,1
678,reward,33,11.760602822866122,12.669,PPO,Hopper-v4,1
704,reward,34,9.192192683701784,11.551,PPO,Hopper-v4,1
719,reward,35,11.370045266326015,11.755,PPO,Hopper-v4,1
734,reward,36,15.101418339148095,10.945,PPO,Hopper-v4,1
752,reward,37,19.124757161809743,12.171,PPO,Hopper-v4,1
771,reward,38,10.705510607268812,11.543,PPO,Hopper-v4,1
802,reward,39,10.569743951483721,11.421,PPO,Hopper-v4,1
828,reward,40,6.72405264421466,11.415,PPO,Hopper-v4,1
843,reward,41,14.025225008614601,12.082,PPO,Hopper-v4,1
884,reward,42,34.474397215570825,14.305,PPO,Hopper-v4,1
902,reward,43,13.124374163807676,14.441,PPO,Hopper-v4,1
914,reward,44,7.8751174416824306,14.309,PPO,Hopper-v4,1
946,reward,45,7.6231002722718735,13.935,PPO,Hopper-v4,1
962,reward,46,9.883381065161812,13.413,PPO,Hopper-v4,1
971,reward,47,5.91064298209002,12.092,PPO,Hopper-v4,1
987,reward,48,10.823021138498467,12.103,PPO,Hopper-v4,1
1011,reward,49,16.103490923812565,12.657,PPO,Hopper-v4,1
1033,reward,50,10.571752248215672,13.041,PPO,Hopper-v4,1
1046,reward,51,10.016272517027693,12.641,PPO,Hopper-v4,1
1069,reward,52,23.015327497709695,11.495,PPO,Hopper-v4,1
1105,reward,53,8.883245924373796,11.071,PPO,Hopper-v4,1
1124,reward,54,11.978469347466627,11.481,PPO,Hopper-v4,1
1136,reward,55,7.6520562534424466,11.484,PPO,Hopper-v4,1
1166,reward,56,23.610100591811257,12.856,PPO,Hopper-v4,1
1198,reward,57,18.234855054095853,14.089,PPO,Hopper-v4,1
1219,reward,58,20.84573808374522,15.091,PPO,Hopper-v4,1
1251,reward,59,24.862865298893368,15.967,PPO,Hopper-v4,1
1267,reward,60,14.51640637462522,16.362,PPO,Hopper-v4,1
1283,reward,61,15.225150084811194,16.882,PPO,Hopper-v4,1
1304,reward,62,15.494978582289102,16.13,PPO,Hopper-v4,1
1334,reward,63,29.344644325819853,18.177,PPO,Hopper-v4,1
1357,reward,64,9.648917828086747,17.944,PPO,Hopper-v4,1
1386,reward,65,9.64918325975357,18.143,PPO,Hopper-v4,1
1395,reward,66,7.1223431799057355,16.495,PPO,Hopper-v4,1
1422,reward,67,14.066046052924888,16.078,PPO,Hopper-v4,1
1461,reward,68,49.68775170955029,18.962,PPO,Hopper-v4,1
1480,reward,69,11.834379360545494,17.659,PPO,Hopper-v4,1
1503,reward,70,13.752088364544397,17.583,PPO,Hopper-v4,1
1525,reward,71,13.036045471215221,17.364,PPO,Hopper-v4,1
1535,reward,72,6.72016118830714,16.486,PPO,Hopper-v4,1
1568,reward,73,47.99849505967784,18.352,PPO,Hopper-v4,1
1600,reward,74,12.432310622123607,18.63,PPO,Hopper-v4,1
1632,reward,75,31.551935140610393,20.82,PPO,Hopper-v4,1
1642,reward,76,7.979142680034152,20.906,PPO,Hopper-v4,1
1657,reward,77,11.897282873360659,20.689,PPO,Hopper-v4,1
1674,reward,78,12.98894860656548,17.019,PPO,Hopper-v4,1
1690,reward,79,13.761348824176045,17.212,PPO,Hopper-v4,1
1715,reward,80,28.50494550408162,18.687,PPO,Hopper-v4,1
1730,reward,81,12.422753340153298,18.626,PPO,Hopper-v4,1
1751,reward,82,23.952319492078253,20.349,PPO,Hopper-v4,1
1767,reward,83,9.753173931379866,16.524,PPO,Hopper-v4,1
1784,reward,84,12.175601584175354,16.499,PPO,Hopper-v4,1
1811,reward,85,34.379201745795626,16.781,PPO,Hopper-v4,1
1819,reward,86,5.687443920321065,16.552,PPO,Hopper-v4,1
1828,reward,87,7.159052398492626,16.078,PPO,Hopper-v4,1
1844,reward,88,11.527994644783481,15.932,PPO,Hopper-v4,1
1857,reward,89,11.948346945801253,15.751,PPO,Hopper-v4,1
1888,reward,90,27.277480171208794,15.628,PPO,Hopper-v4,1
1917,reward,91,19.210250687474087,16.307,PPO,Hopper-v4,1
1948,reward,92,26.157283215249304,16.528,PPO,Hopper-v4,1
1961,reward,93,12.221036137082002,16.774,PPO,Hopper-v4,1
1975,reward,94,12.440981549064023,16.801,PPO,Hopper-v4,1
1996,reward,95,15.970089392354597,14.96,PPO,Hopper-v4,1
2026,reward,96,19.336606228500457,16.325,PPO,Hopper-v4,1
2043,reward,97,15.823564368041694,17.191,PPO,Hopper-v4,1
2055,reward,98,8.366683208536976,16.875,PPO,Hopper-v4,1
2092,reward,99,38.20303917773631,19.501,PPO,Hopper-v4,1
2135,reward,100,67.75797602158445,23.549,PPO,Hopper-v4,1
2144,reward,101,6.128733735778498,22.241,PPO,Hopper-v4,1
2196,reward,102,47.77795314010248,24.403,PPO,Hopper-v4,1
2242,reward,103,24.470955739868838,25.628,PPO,Hopper-v4,1
2259,reward,104,8.8725694549481,25.271,PPO,Hopper-v4,1
2271,reward,105,9.037481319792896,24.578,PPO,Hopper-v4,1
2283,reward,106,8.517042997090986,23.496,PPO,Hopper-v4,1
2294,reward,107,5.657581457725522,22.479,PPO,Hopper-v4,1
2318,reward,108,15.365671347164927,23.179,PPO,Hopper-v4,1
2334,reward,109,6.7629718627146405,20.035,PPO,Hopper-v4,1
2364,reward,110,33.44554486043881,16.604,PPO,Hopper-v4,1
2396,reward,111,19.74878025831135,17.966,PPO,Hopper-v4,1
2465,reward,112,99.54330049899472,23.142,PPO,Hopper-v4,1
2487,reward,113,19.263649704045214,22.621,PPO,Hopper-v4,1
2498,reward,114,7.66049722722043,22.5,PPO,Hopper-v4,1
2507,reward,115,7.533044551286455,22.35,PPO,Hopper-v4,1
2568,reward,116,88.468117207123,30.345,PPO,Hopper-v4,1
2584,reward,117,16.155180886206853,31.395,PPO,Hopper-v4,1
2600,reward,118,9.846191622649119,30.843,PPO,Hopper-v4,1
2616,reward,119,11.81193150391248,31.348,PPO,Hopper-v4,1
2640,reward,120,14.949839308782707,29.498,PPO,Hopper-v4,1
2650,reward,121,7.3123596121005265,28.254,PPO,Hopper-v4,1
2660,reward,122,5.998042500964722,18.9,PPO,Hopper-v4,1
2702,reward,123,39.277379477267104,20.901,PPO,Hopper-v4,1
2716,reward,124,12.717296767040782,21.407,PPO,Hopper-v4,1
2724,reward,125,6.167491559372099,21.27,PPO,Hopper-v4,1
2738,reward,126,9.05953921516903,13.33,PPO,Hopper-v4,1
2748,reward,127,6.511611515359262,12.365,PPO,Hopper-v4,1
2763,reward,128,10.088446901752823,12.389,PPO,Hopper-v4,1
2790,reward,129,10.984742819008854,12.307,PPO,Hopper-v4,1
2819,reward,130,22.522770611815567,13.064,PPO,Hopper-v4,1
2832,reward,131,10.992040497766421,13.432,PPO,Hopper-v4,1
2846,reward,132,5.280251464964021,13.36,PPO,Hopper-v4,1
2874,reward,133,17.721042704486898,11.205,PPO,Hopper-v4,1
2887,reward,134,10.839674011410699,11.017,PPO,Hopper-v4,1
2961,reward,135,111.70991945869875,21.571,PPO,Hopper-v4,1
3012,reward,136,59.50971924586421,26.616,PPO,Hopper-v4,1
3043,reward,137,12.683400737646332,27.233,PPO,Hopper-v4,1
3063,reward,138,20.282470915520065,28.253,PPO,Hopper-v4,1
3072,reward,139,7.674811096205008,27.922,PPO,Hopper-v4,1
3089,reward,140,9.826529603524515,26.652,PPO,Hopper-v4,1
3104,reward,141,11.909025726517356,26.744,PPO,Hopper-v4,1
3115,reward,142,8.590322086605887,27.075,PPO,Hopper-v4,1
3128,reward,143,6.465263747073672,25.949,PPO,Hopper-v4,1
3139,reward,144,8.936638569159125,25.759,PPO,Hopper-v4,1
3147,reward,145,5.898722916478308,15.178,PPO,Hopper-v4,1
3172,reward,146,13.171275764459294,10.544,PPO,Hopper-v4,1
3197,reward,147,16.322806429748766,10.908,PPO,Hopper-v4,1
3212,reward,148,11.441625898630226,10.024,PPO,Hopper-v4,1
3226,reward,149,6.783346357554189,9.935,PPO,Hopper-v4,1
3239,reward,150,9.448932331141936,9.897,PPO,Hopper-v4,1
3264,reward,151,10.564191561535205,9.762,PPO,Hopper-v4,1
3279,reward,152,15.17694812985735,10.421,PPO,Hopper-v4,1
3290,reward,153,8.269067884533326,10.601,PPO,Hopper-v4,1
3316,reward,154,17.02737234262321,11.41,PPO,Hopper-v4,1
3336,reward,155,11.909232805498071,12.011,PPO,Hopper-v4,1
3350,reward,156,14.519613902752615,12.146,PPO,Hopper-v4,1
3359,reward,157,7.070290214746994,11.221,PPO,Hopper-v4,1
3369,reward,158,7.775076671740507,10.854,PPO,Hopper-v4,1
3378,reward,159,7.225254285359614,10.899,PPO,Hopper-v4,1
3399,reward,160,20.625988984082422,12.016,PPO,Hopper-v4,1
3416,reward,161,10.864779881894197,12.046,PPO,Hopper-v4,1
3427,reward,162,6.493269840315666,11.178,PPO,Hopper-v4,1
3445,reward,163,21.09974380208855,12.461,PPO,Hopper-v4,1
3458,reward,164,12.053006140713864,11.964,PPO,Hopper-v4,1
3472,reward,165,10.457414521458086,11.818,PPO,Hopper-v4,1
3483,reward,166,7.753893805145599,11.142,PPO,Hopper-v4,1
3521,reward,167,33.928545866612424,13.828,PPO,Hopper-v4,1
